iter	Logloss
189	0.5235995702
190	0.523515785
191	0.523406856
192	0.5233792309
193	0.5233030521
194	0.5232135043
195	0.5231424256
196	0.5230961104
197	0.5230219422
198	0.5229744672
199	0.5228827874
200	0.5228111349
201	0.5227113959
202	0.522657407
203	0.5226120104
204	0.5225506671
205	0.5224123895
206	0.5223440217
207	0.5222400781
208	0.522166907
209	0.5220913489
210	0.5219957781
211	0.5219117504
212	0.5218304498
213	0.5217440443
214	0.5216821841
215	0.521632974
216	0.5216023401
217	0.521543276
218	0.521485356
219	0.5214210472
220	0.5213705562
221	0.5212728324
222	0.52119445
223	0.5211354312
224	0.5210369601
225	0.5209706362
226	0.5208710618
227	0.5208019161
228	0.520724444
229	0.5206783191
230	0.5206104323
231	0.5205345061
232	0.5204786625
233	0.5204098241
234	0.5203397651
235	0.5202936786
236	0.5202055424
237	0.5201275757
238	0.5200023879
239	0.519915301
240	0.5198456432
241	0.5197825734
242	0.5197237411
243	0.5196803619
244	0.5196279592
245	0.5195520963
246	0.5195026932
247	0.5194328731
248	0.5193714226
249	0.519300549
250	0.5191979122
251	0.5191370896
252	0.519114917
253	0.5190643296
254	0.518972063
255	0.5188754259
256	0.518799591
257	0.5187576459
258	0.5187202543
259	0.5186497804
260	0.5185742396
261	0.5184941757
262	0.518429475
263	0.5183802502
264	0.5183388779
265	0.5182950456
266	0.5182715415
267	0.5182334902
268	0.5181640914
269	0.5181146344
270	0.5180013501
271	0.5179697758
272	0.5179127361
273	0.5178935348
274	0.5178637991
275	0.5178359099
276	0.517728276
277	0.5176266718
278	0.5175909958
279	0.5175552532
280	0.5175200799
281	0.5174609495
282	0.5173879013
283	0.5173412641
284	0.5172770958
285	0.5172115575
286	0.5171682425
287	0.5171304507
288	0.5170728877
289	0.5170333482
290	0.5168887789
291	0.516854532
292	0.5167968708
293	0.516762277
294	0.5166881338
295	0.5166296121
296	0.5165974368
297	0.5165339549
298	0.5164629074
299	0.5163983262
300	0.516334145
301	0.5162751944
302	0.5161695039
303	0.5161084721
304	0.5160440196
305	0.5160054107
306	0.515929013
307	0.5158935416
308	0.515856233
309	0.5158007695
310	0.5157420854
311	0.515703082
312	0.5156832632
313	0.5156337353
314	0.515552959
315	0.5155233913
316	0.5154982845
317	0.5154880848
318	0.5154048416
319	0.5153431032
320	0.5152601423
321	0.5152267164
322	0.515197484
323	0.5151084755
324	0.5150624694
325	0.5150082542
326	0.5149157723
327	0.5148554027
328	0.5148079795
329	0.514766582
330	0.5147273887
331	0.5146689323
332	0.5146329687
333	0.5145622666
334	0.5144950299
335	0.5144150508
336	0.514371529
337	0.514308021
338	0.5142654608
339	0.5141899147
340	0.5141095246
341	0.5140643391
342	0.5140225069
343	0.5139742537
344	0.5139101687
345	0.5138388774
346	0.5137844641
347	0.5137375028
348	0.5136880499
349	0.5136291374
350	0.5135694322
351	0.5135380192
352	0.5134704035
353	0.5134471371
354	0.5134139132
355	0.5133588235
356	0.5133052724
357	0.5132071316
358	0.5131315166
359	0.5130492754
360	0.5130084065
361	0.5129725185
362	0.5129225966
363	0.5128728991
364	0.512776327
365	0.5126862469
366	0.512645976
367	0.5126005799
368	0.5125686596
369	0.5125410434
370	0.5124802123
371	0.5124670959
372	0.5124002508
373	0.5123637316
374	0.5123051282
375	0.512243434
376	0.5121972255
377	0.512151999
378	0.5120882587
379	0.5120506808
380	0.5120290537
381	0.5119680564
382	0.5119178091
383	0.511859683
384	0.5118140721
385	0.5117655449
386	0.5116983145
387	0.5116296241
388	0.5115779277
389	0.5114593853
390	0.5114030227
391	0.5113692138
392	0.5113256718
393	0.5113071462
394	0.5113005146
395	0.5112280387
396	0.5111784391
397	0.5111370168
398	0.5111080992
399	0.5110738652
400	0.5110219701
401	0.5109967929
402	0.5109534692
403	0.5109252803
404	0.5108745335
405	0.5108521681
406	0.5107826692
407	0.5107262314
408	0.5106341227
409	0.5105892806
410	0.5105332197
411	0.5104944325
412	0.5104415549
413	0.5103891035
414	0.5103508627
415	0.5103164472
416	0.5102646159
417	0.5102158136
418	0.5101709678
419	0.5101020741
420	0.5100472997
421	0.5099770834
422	0.50993489
423	0.5098706656
424	0.5098413892
425	0.5098118635
426	0.5097950558
427	0.5097427786
428	0.509717998
429	0.5096609644
430	0.5096290028
431	0.5095726399
432	0.5095242072
433	0.5094500202
434	0.5094031543
435	0.5093730166
436	0.5093205033
437	0.5092814519
438	0.5092070437
439	0.5091502211
440	0.5090990654
441	0.5090507973
442	0.5089923718
443	0.5089226924
444	0.508873324
445	0.5087982358
446	0.5087345284
447	0.5086752106
448	0.5086451591
449	0.5085964366
450	0.5085686643
451	0.5085561235
452	0.5084998126
453	0.5084737994
454	0.5084356705
455	0.5083413822
456	0.5083145217
457	0.5082779263
458	0.5082510974
459	0.5082315781
460	0.5081816733
461	0.5081322708
462	0.5081018413
463	0.5080203859
464	0.5079710505
465	0.5079391879
466	0.5078820748
467	0.5078318296
468	0.5077951847
469	0.507755607
470	0.5077084642
471	0.5076549596
472	0.5075979643
473	0.507556163
474	0.5075055701
475	0.5074497524
476	0.5074195216
477	0.5073574488
478	0.5073187645
479	0.5072668241
480	0.5072175712
481	0.5071830899
482	0.5071238417
483	0.5071071947
484	0.5070773235
485	0.5070515102
486	0.5069927418
487	0.5069475488
488	0.5069173223
489	0.5068653336
490	0.5068398657
491	0.5067874081
492	0.5067230935
493	0.506661106
494	0.5065901667
495	0.5065871357
496	0.5065399489
497	0.5065011809
498	0.5064885029
499	0.5064478346
500	0.5063434354
501	0.5063021286
502	0.5062737893
503	0.506248417
504	0.506163594
505	0.5061470931
506	0.5061192199
507	0.506073164
508	0.506071563
509	0.5060097235
510	0.5059806709
511	0.5058954533
512	0.5058580014
513	0.5057915232
514	0.5057686759
515	0.5057156291
516	0.5056619963
517	0.5056227572
518	0.505585606
519	0.5055048794
520	0.5054816979
521	0.5054568774
522	0.5054237513
523	0.5053771573
524	0.5053555306
525	0.5052875587
526	0.5052423137
527	0.505208492
528	0.5051278927
529	0.5050895613
530	0.505053983
531	0.504993915
532	0.5049317386
533	0.5048522964
534	0.5048403408
535	0.5048184619
536	0.5047795875
537	0.5047556209
538	0.5047089582
539	0.5046672276
540	0.5046409985
541	0.5046283935
542	0.5046082574
543	0.5045594548
544	0.5045064734
545	0.5044706292
546	0.5044417681
547	0.5044258961
548	0.5044002994
549	0.504353928
550	0.5043092171
551	0.5042385542
552	0.5042197497
553	0.5041585747
554	0.5041175897
555	0.5040806851
556	0.5040555825
557	0.50396555
558	0.5038978544
559	0.503843637
560	0.5038075085
561	0.5037819247
562	0.5037390746
563	0.5036702408
564	0.5036368653
565	0.503598127
566	0.503536434
567	0.503504179
568	0.5034870994
569	0.50346521
570	0.5034252615
571	0.5033925109
572	0.5033658504
573	0.5033473003
574	0.503293847
575	0.5032332233
576	0.5031934856
577	0.5031651499
578	0.5031198272
579	0.5031034029
580	0.5030832415
581	0.5030701858
582	0.5029961756
583	0.5029686224
584	0.5029286644
585	0.502913105
586	0.5028699412
587	0.5028446647
588	0.5028082451
589	0.5027374421
590	0.5026998598
591	0.5026603448
592	0.5026156936
593	0.5025810677
594	0.5025499616
595	0.5025366974
596	0.5025000511
597	0.5024901661
598	0.5024442563
599	0.5024260614
600	0.5024098606
601	0.5024013431
602	0.5023851797
603	0.5023538854
604	0.5023074473
605	0.5022700937
606	0.5022433536
607	0.5021984008
608	0.5021608636
609	0.5021044057
610	0.502042861
611	0.5020352654
612	0.5020092428
613	0.5019365325
614	0.5019156587
615	0.5018720572
616	0.5018581702
617	0.5018121258
618	0.5017552238
619	0.501736033
620	0.5016984402
621	0.5016563239
622	0.5015930809
623	0.5015617512
624	0.5015289596
625	0.5014906858
626	0.5014554672
627	0.5014268749
628	0.5014138688
629	0.5013708367
630	0.5012993106
631	0.5012556602
632	0.501222842
633	0.5012020929
634	0.5011644004
635	0.5011333636
636	0.5011203464
637	0.5011091997
638	0.5010711228
639	0.5010388063
640	0.5010052924
641	0.5009820168
642	0.5009499027
643	0.5008625177
644	0.5008270069
645	0.5008104455
646	0.5008031457
647	0.500761597
648	0.500744469
649	0.5007296498
650	0.5007069404
651	0.5006737911
652	0.5006511677
653	0.5006305614
654	0.500606637
655	0.5005939431
656	0.5005603887
657	0.5005012892
658	0.5004726905
659	0.500395105
660	0.5003122799
661	0.5002862058
662	0.5002508921
663	0.5002314929
664	0.5001458829
665	0.5000925301
666	0.5000073387
667	0.4999789728
668	0.4999251902
669	0.4999072992
670	0.4998543202
671	0.4998105948
672	0.4997471232
673	0.4997295606
674	0.4997018323
675	0.4996655656
676	0.4996210615
677	0.4995764799
678	0.4995600592
679	0.499496155
680	0.4994733969
681	0.4994522109
682	0.4994341608
683	0.4993986858
684	0.4993772927
685	0.4992783753
686	0.4992412275
687	0.4991845004
688	0.4991453902
689	0.4991271596
690	0.4990611988
691	0.4990149537
692	0.4989961584
693	0.4989441997
694	0.4989183357
695	0.4988652927
696	0.4988445206
697	0.4988217707
698	0.498783605
699	0.4987744929
700	0.4987288051
701	0.498654245
702	0.4986123663
703	0.4985482191
704	0.4985287493
705	0.4984931021
706	0.4984707481
707	0.4984453027
708	0.498430582
709	0.4984053857
710	0.4983880846
711	0.4983319588
712	0.498282864
713	0.4982567491
714	0.4982373777
715	0.4981876686
716	0.4981551718
717	0.4981386881
718	0.4980765596
719	0.4980265536
720	0.4979871213
721	0.4979444134
722	0.4979101981
723	0.4978757522
724	0.4978366518
725	0.4978095356
726	0.497764024
727	0.4977203011
728	0.4976935414
729	0.4976406183
730	0.4976015625
731	0.4975747759
732	0.4975631421
733	0.4975303223
734	0.4974985109
735	0.4974818325
736	0.4974414156
737	0.4974179629
738	0.4974066524
739	0.497362412
740	0.4973453734
741	0.4973130883
742	0.4972763415
743	0.4972437023
744	0.4972269165
745	0.497201454
746	0.4971664447
747	0.4971291863
748	0.497113111
749	0.4970773592
750	0.4970271343
751	0.4969868138
752	0.496974495
753	0.4969535699
754	0.496936603
755	0.4968927546
756	0.4968549899
757	0.4968248098
758	0.496798323
759	0.4967702752
760	0.4966968722
761	0.496674154
762	0.4966443219
763	0.4965965635
764	0.4965675493
765	0.4965363427
766	0.496507591
767	0.4964979033
768	0.4964819777
769	0.4964213217
770	0.4963983739
771	0.4963736633
772	0.4963472416
773	0.496305847
774	0.4962625177
775	0.4962401377
776	0.4961921506
777	0.4961567233
778	0.4961208924
779	0.49607869
780	0.4960427454
781	0.4959800296
782	0.4959425031
783	0.4959092176
784	0.495890899
785	0.4958560327
786	0.4957933897
787	0.4957384334
788	0.4956591279
789	0.4956117073
790	0.4956029738
791	0.4955586956
792	0.4955386528
793	0.4954696198
794	0.4954516682
795	0.4954229676
796	0.4953751567
797	0.4953541276
798	0.4953284762
799	0.4952886121
800	0.4952629892
801	0.4952087586
802	0.4951646122
803	0.4951271309
804	0.4951085052
805	0.4950878821
806	0.4950756156
807	0.4950504362
808	0.4950078143
809	0.494979241
810	0.4949446086
811	0.4949245321
812	0.4949025795
813	0.4948695999
814	0.4948570245
815	0.4948136518
816	0.4947730482
817	0.4947389399
818	0.4947073343
819	0.4946939723
820	0.4946832868
821	0.4946400457
822	0.494605848
823	0.4945944334
824	0.4945348514
825	0.4945203209
826	0.4945022943
827	0.494479144
828	0.4944453286
829	0.4944237609
830	0.4943937514
831	0.4943572431
832	0.4943383102
833	0.4942816311
834	0.4942399599
835	0.494223743
836	0.4941701546
837	0.4941417874
838	0.4941112786
839	0.4940854444
840	0.4940385926
841	0.4939955124
842	0.4939829516
843	0.4939428993
844	0.4939342913
845	0.4939148761
846	0.4938870534
847	0.4938530376
848	0.4938259583
849	0.49380892
850	0.4937659426
851	0.4937342517
852	0.4937108871
853	0.4936952106
854	0.4936740086
855	0.4936532089
856	0.4936464726
857	0.4936081095
858	0.4935518118
859	0.493507414
860	0.4934651172
861	0.4934076112
862	0.493357875
863	0.4933347117
864	0.4933071517
865	0.4932713334
866	0.4932452913
867	0.4932143027
868	0.4931767701
869	0.4931450891
870	0.4931150277
871	0.4930957778
872	0.4930681891
873	0.4930355062
874	0.4929776782
875	0.4929688267
876	0.4929519481
877	0.4929229414
878	0.4928981794
879	0.4928848341
880	0.4928604934
881	0.4927804101
882	0.4927592484
883	0.4927299312
884	0.4926850488
885	0.4926515182
886	0.4926304725
887	0.4925818013
888	0.4925598724
889	0.4925352575
890	0.4924906308
891	0.4924666131
892	0.4924415424
893	0.4924115499
894	0.4924006266
895	0.4923619108
896	0.4923537543
897	0.4922945449
898	0.4922540447
899	0.4922354896
900	0.4922099836
901	0.4921947208
902	0.4921490347
903	0.4921148227
904	0.492079934
905	0.4920262729
906	0.491976947
907	0.4919212855
908	0.4918903792
909	0.4918397842
910	0.4918187758
911	0.4917978422
912	0.4917720285
913	0.4917633936
914	0.4917041421
915	0.4916795218
916	0.4916682838
917	0.4916162942
918	0.4915755568
919	0.4915704345
920	0.4915249345
921	0.4914946324
922	0.4914683984
923	0.4914422664
924	0.491416976
925	0.4913909225
926	0.4913760967
927	0.4913515054
928	0.4913272466
929	0.4913124403
930	0.4913013837
931	0.4912755947
932	0.4912574612
933	0.4912341167
934	0.491189977
935	0.4911489147
936	0.4911048205
937	0.4910639141
938	0.4910163569
939	0.4909612887
940	0.4909369114
941	0.4908771201
942	0.4908322446
943	0.4908133303
944	0.4907759917
945	0.4907419576
946	0.4907108868
947	0.4906857552
948	0.4906771761
949	0.4906599238
950	0.4906377304
951	0.4906214838
952	0.4906039345
953	0.4905777415
954	0.4905462041
955	0.4904914684
956	0.4904617295
957	0.4904432609
958	0.4904205574
959	0.4904020052
960	0.4903716465
961	0.4903524064
962	0.4903441396
963	0.4903197077
964	0.4902839492
965	0.4902649493
966	0.4902345034
967	0.4902033684
968	0.4901838009
969	0.4901726524
970	0.4901268884
971	0.4900938408
972	0.4900578828
973	0.490033217
974	0.4899846232
975	0.4899438129
976	0.4899020324
977	0.4898886488
978	0.4898540448
979	0.4898246076
980	0.4897894126
981	0.4897629999
982	0.4897540494
983	0.4897199577
984	0.4896916334
985	0.489660521
986	0.4896362363
987	0.4896213583
988	0.4895936243
989	0.4895533934
990	0.4894804136
991	0.4894278431
992	0.4893675578
993	0.4893040682
994	0.4892700722
995	0.4892471982
996	0.4892356904
997	0.4892135066
998	0.4891622038
999	0.4891424056
